lat,lon,conc,Submission,radius,sqrt
47.63,-122.34,47.63-122.34,1/12/16 9:54,1,1
37.38,-122.01,37.38-122.01,1/12/16 10:17,2,1.414213562
40.98,-72.18,40.98-72.18,1/12/16 10:21,1,1
37.89,-122.56,37.89-122.56,1/12/16 10:26,37,6.08276253
37.52,-122.35,37.52-122.35,1/12/16 10:41,6,2.449489743
37.78,-122.43,37.78-122.43,1/12/16 10:54,16,4
42.54,-83.21,42.54-83.21,1/12/16 10:57,2,1.414213562
37.23,-121.95,37.23-121.95,1/12/16 10:59,9,3
37.45,-122.17,37.45-122.17,1/12/16 11:00,18,4.242640687
30.26,-97.74,30.26-97.74,1/12/16 11:04,2,1.414213562
30.26,-97.74,30.26-97.74,1/12/16 11:09,3,1.732050808
37.38,-122.08,37.38-122.08,1/12/16 11:15,5,2.236067977
37.81,-121.97,37.81-121.97,1/12/16 11:16,12,3.464101615
37.76,-122.48,37.76-122.48,1/12/16 11:23,13,3.605551275
37.45,-122.1,37.45-122.1,1/12/16 12:07,10,3.16227766
38.93,-121.25,38.93-121.25,1/12/16 12:13,1,1
38.93,-121.25,38.93-121.25,1/12/16 12:14,2,1.414213562
37.81,-122.24,37.81-122.24,1/12/16 12:17,7,2.645751311
47.68,-122.12,47.68-122.12,1/12/16 12:53,3,1.732050808
38.09,-122.25,38.09-122.25,1/12/16 12:55,1,1
37.46,-122.25,37.46-122.25,1/12/16 13:13,1,1
40.85,-124.05,40.85-124.05,1/12/16 13:44,3,1.732050808
36.03,-115.07,36.03-115.07,1/12/16 13:50,1,1
38.41,-122.01,38.41-122.01,1/12/16 13:50,2,1.414213562
37.73,-122.45,37.73-122.45,1/12/16 14:11,5,2.236067977
37.8,-122.43,37.8-122.43,1/12/16 14:19,18,4.242640687
37.8,-122.43,37.8-122.43,1/12/16 14:22,19,4.358898944
37.3,-122,37.3-122,1/12/16 14:25,2,1.414213562
37.76,-122.48,37.76-122.48,1/12/16 14:31,14,3.741657387
38.45,-122.59,38.45-122.59,1/12/16 14:43,22,4.69041576
38.45,-122.59,38.45-122.59,1/12/16 15:28,23,4.795831523
43.16,-77.61,43.16-77.61,1/12/16 15:28,1,1
38.45,-122.59,38.45-122.59,1/12/16 15:32,24,4.898979486
38.45,-122.59,38.45-122.59,1/12/16 15:33,25,5
43.57,-110.81,43.57-110.81,1/12/16 15:46,1,1
37.79,-122.42,37.79-122.42,1/12/16 15:56,16,4
38.58,-121.4,38.58-121.4,1/12/16 16:08,2,1.414213562
39.92,-105.5,39.92-105.5,1/12/16 16:37,1,1
37.84,-122.23,37.84-122.23,1/12/16 16:50,10,3.16227766
38.5,-122.76,38.5-122.76,1/12/16 17:03,30,5.477225575
38.68,-121.05,38.68-121.05,1/12/16 17:03,15,3.872983346
47.62,-122.16,47.62-122.16,1/12/16 17:03,1,1
37.79,-122.42,37.79-122.42,1/12/16 17:21,17,4.123105626
38.76,-121.16,38.76-121.16,1/12/16 17:49,11,3.31662479
37.75,-122.43,37.75-122.43,1/12/16 17:52,21,4.582575695
37.75,-122.43,37.75-122.43,1/12/16 18:11,22,4.69041576
37.74,-122.41,37.74-122.41,1/12/16 18:14,24,4.898979486
37.83,-122.1,37.83-122.1,1/12/16 18:47,7,2.645751311
40.64,-73.94,40.64-73.94,1/12/16 18:49,3,1.732050808
37.35,-122.03,37.35-122.03,1/12/16 19:03,6,2.449489743
37.9,-122.26,37.9-122.26,1/12/16 19:04,4,2
37.4,-122.29,37.4-122.29,1/12/16 19:39,7,2.645751311
37.76,-122.44,37.76-122.44,1/12/16 19:47,26,5.099019514
37.41,-122.05,37.41-122.05,1/12/16 20:31,11,3.31662479
37.65,-121.85,37.65-121.85,1/12/16 20:47,4,2
37.89,-122.47,37.89-122.47,1/12/16 20:48,6,2.449489743
37.89,-122.56,37.89-122.56,1/12/16 21:37,38,6.164414003
37.75,-122.43,37.75-122.43,1/12/16 21:41,23,4.795831523
37.84,-122.23,37.84-122.23,1/12/16 21:50,11,3.31662479
37.84,-122.23,37.84-122.23,1/12/16 22:10,12,3.464101615
37.84,-122.23,37.84-122.23,1/12/16 22:11,13,3.605551275
37.84,-122.23,37.84-122.23,1/12/16 22:15,14,3.741657387
37.84,-122.23,37.84-122.23,1/12/16 22:20,15,3.872983346
37.28,-121.95,37.28-121.95,1/12/16 22:24,5,2.236067977
37.36,-122.02,37.36-122.02,1/12/16 22:34,1,1
33.48,-117.61,33.48-117.61,1/12/16 23:14,6,2.449489743
37.45,-122.17,37.45-122.17,1/13/16 3:41,19,4.358898944
45.73,-122.76,45.73-122.76,1/13/16 6:52,1,1
38.55,-121.49,38.55-121.49,1/13/16 7:04,1,1
38.23,-122.56,38.23-122.56,1/13/16 7:19,8,2.828427125
39.18,-120.98,39.18-120.98,1/13/16 7:42,1,1
38.62,-122.61,38.62-122.61,1/13/16 7:44,2,1.414213562
37.9,-122.11,37.9-122.11,1/13/16 7:45,9,3
37.88,-122.29,37.88-122.29,1/13/16 8:39,2,1.414213562
41.5,-87.5,41.5-87.5,1/13/16 9:00,1,1
41.5,-87.5,41.5-87.5,1/13/16 9:12,2,1.414213562
38.45,-122.68,38.45-122.68,1/13/16 9:16,39,6.244997998
37.42,-122,37.42-122,1/13/16 9:48,2,1.414213562
45.55,-122.81,45.55-122.81,1/13/16 10:02,3,1.732050808
37.99,-122.58,37.99-122.58,1/13/16 10:12,8,2.828427125
38.22,-85.74,38.22-85.74,1/13/16 10:36,1,1
38.58,-121.37,38.58-121.37,1/13/16 10:53,9,3
38.58,-121.37,38.58-121.37,1/13/16 10:54,10,3.16227766
37.45,-122.17,37.45-122.17,1/13/16 10:58,20,4.472135955
33.86,-118.39,33.86-118.39,1/13/16 11:04,1,1
37.72,-122.44,37.72-122.44,1/13/16 12:23,8,2.828427125
34.03,-118.43,34.03-118.43,1/13/16 12:43,2,1.414213562
37.44,-122.2,37.44-122.2,1/13/16 13:47,2,1.414213562
39.5,-104.76,39.5-104.76,1/13/16 13:56,1,1
39.32,-120.18,39.32-120.18,1/13/16 14:19,1,1
38.52,-123.01,38.52-123.01,1/13/16 15:46,1,1
37.44,-122.15,37.44-122.15,1/13/16 16:28,3,1.732050808
37.76,-122.48,37.76-122.48,1/13/16 16:53,15,3.872983346
37.44,-122.15,37.44-122.15,1/13/16 17:07,4,2
37.76,-122.48,37.76-122.48,1/13/16 17:07,16,4
37.97,-121.96,37.97-121.96,1/13/16 17:18,3,1.732050808
33.01,-117.27,33.01-117.27,1/13/16 17:39,2,1.414213562
37.78,-122.46,37.78-122.46,1/13/16 17:58,14,3.741657387
38.45,-122.68,38.45-122.68,1/13/16 18:30,40,6.32455532
37.9,-122.26,37.9-122.26,1/13/16 19:56,5,2.236067977
37.83,-122.1,37.83-122.1,1/13/16 20:19,8,2.828427125
37.83,-122.1,37.83-122.1,1/13/16 20:46,9,3
32.86,-117.24,32.86-117.24,1/13/16 20:51,1,1
38.81,-121.28,38.81-121.28,1/13/16 21:09,4,2
37.89,-122.56,37.89-122.56,1/13/16 21:10,39,6.244997998
38.81,-121.28,38.81-121.28,1/13/16 21:14,5,2.236067977
37.77,-122.41,37.77-122.41,1/13/16 21:15,8,2.828427125
38.67,-121.14,38.67-121.14,1/13/16 21:49,16,4
35.25,-120.62,35.25-120.62,1/13/16 22:01,6,2.449489743
37.76,-122.44,37.76-122.44,1/13/16 22:01,27,5.196152423
37.77,-122.41,37.77-122.41,1/13/16 22:02,9,3
37.8,-122.27,37.8-122.27,1/13/16 22:04,2,1.414213562
38.44,-122.78,38.44-122.78,1/13/16 22:33,8,2.828427125
37.31,-121.93,37.31-121.93,1/13/16 22:39,2,1.414213562
38.45,-122.68,38.45-122.68,1/13/16 23:16,41,6.403124237
35.78,-78.79,35.78-78.79,1/14/16 0:52,1,1
39.96,-86.1,39.96-86.1,1/14/16 5:31,2,1.414213562
42.33,-122.79,42.33-122.79,1/14/16 5:39,1,1
37.8,-122.27,37.8-122.27,1/14/16 6:22,3,1.732050808
37.9,-122.28,37.9-122.28,1/14/16 7:13,5,2.236067977
37.89,-122.56,37.89-122.56,1/14/16 8:03,40,6.32455532
37.49,-122.26,37.49-122.26,1/14/16 8:20,16,4
37.77,-122.41,37.77-122.41,1/14/16 8:37,10,3.16227766
37.75,-122.43,37.75-122.43,1/14/16 8:50,24,4.898979486
41.84,-91.69,41.84-91.69,1/14/16 9:00,1,1
37.81,-122.24,37.81-122.24,1/14/16 9:12,8,2.828427125
37.94,-122.56,37.94-122.56,1/14/16 9:15,7,2.645751311
38.45,-122.59,38.45-122.59,1/14/16 9:31,26,5.099019514
37.54,-122.5,37.54-122.5,1/14/16 9:46,2,1.414213562
38.63,-122.89,38.63-122.89,1/14/16 10:54,6,2.449489743
38.4,-122.86,38.4-122.86,1/14/16 11:16,32,5.656854249
33.67,-117.9,33.67-117.9,1/14/16 11:18,1,1
37.74,-122.48,37.74-122.48,1/14/16 11:22,5,2.236067977
37.8,-122.43,37.8-122.43,1/14/16 11:41,20,4.472135955
36.09,-115.38,36.09-115.38,1/14/16 12:38,2,1.414213562
38.34,-122.7,38.34-122.7,1/14/16 14:24,10,3.16227766
37.76,-121.93,37.76-121.93,1/14/16 14:31,2,1.414213562
37.78,-122.46,37.78-122.46,1/14/16 14:46,15,3.872983346
37.37,-122.21,37.37-122.21,1/14/16 15:10,5,2.236067977
33.62,-117.87,33.62-117.87,1/14/16 15:31,10,3.16227766
33.57,-117.72,33.57-117.72,1/14/16 15:36,2,1.414213562
39.49,-119.84,39.49-119.84,1/14/16 15:43,2,1.414213562
32.95,-117.19,32.95-117.19,1/14/16 16:58,4,2
33.67,-117.9,33.67-117.9,1/14/16 16:59,2,1.414213562
45.79,-121.89,45.79-121.89,1/14/16 17:11,1,1
36,-114.96,36-114.96,1/14/16 19:15,1,1
36,-114.96,36-114.96,1/14/16 19:45,2,1.414213562
34.11,-118.15,34.11-118.15,1/14/16 20:22,1,1
38.39,-122.75,38.39-122.75,1/14/16 21:14,3,1.732050808
38.39,-122.75,38.39-122.75,1/14/16 21:41,4,2
38.11,-122.2,38.11-122.2,1/14/16 21:47,1,1
42.63,-84.52,42.63-84.52,1/14/16 22:09,1,1
42.63,-84.52,42.63-84.52,1/15/16 5:39,2,1.414213562
47.56,-122.22,47.56-122.22,1/15/16 5:48,1,1
34.83,-82.37,34.83-82.37,1/15/16 7:13,1,1
34.83,-82.37,34.83-82.37,1/15/16 7:24,2,1.414213562
34.13,-118.39,34.13-118.39,1/15/16 7:25,1,1
34.83,-82.37,34.83-82.37,1/15/16 7:27,3,1.732050808
37.74,-122.44,37.74-122.44,1/15/16 7:28,9,3
39.12,-123.28,39.12-123.28,1/15/16 8:24,1,1
37.89,-122.19,37.89-122.19,1/15/16 9:55,10,3.16227766
37.74,-122.41,37.74-122.41,1/15/16 10:04,25,5
37.81,-122.24,37.81-122.24,1/15/16 10:08,9,3
37.81,-122.24,37.81-122.24,1/15/16 10:20,10,3.16227766
37.23,-121.82,37.23-121.82,1/15/16 10:22,3,1.732050808
37.74,-122.44,37.74-122.44,1/15/16 10:33,10,3.16227766
37.74,-122.44,37.74-122.44,1/15/16 11:07,11,3.31662479
47.61,-122.21,47.61-122.21,1/15/16 11:11,2,1.414213562
47.61,-122.21,47.61-122.21,1/15/16 11:44,3,1.732050808
34.19,-118.81,34.19-118.81,1/15/16 11:46,3,1.732050808
39.73,-105.21,39.73-105.21,1/15/16 11:49,3,1.732050808
37.36,-122.14,37.36-122.14,1/15/16 13:37,6,2.449489743
33.42,-117.62,33.42-117.62,1/15/16 13:51,1,1
37.49,-122.26,37.49-122.26,1/15/16 17:03,17,4.123105626
38.99,-108.66,38.99-108.66,1/15/16 17:50,1,1
42.32,-71.14,42.32-71.14,1/15/16 18:30,2,1.414213562
38.63,-122.89,38.63-122.89,1/15/16 18:33,7,2.645751311
38.39,-122.75,38.39-122.75,1/15/16 19:20,5,2.236067977
37.8,-122.43,37.8-122.43,1/15/16 19:24,21,4.582575695
37.9,-122.11,37.9-122.11,1/15/16 21:37,10,3.16227766
37.8,-122.43,37.8-122.43,1/15/16 22:21,22,4.69041576
34,-118.43,34-118.43,1/15/16 22:37,2,1.414213562
43.63,-116.32,43.63-116.32,1/15/16 22:52,1,1
37.41,-122.17,37.41-122.17,1/16/16 8:05,3,1.732050808
43.65,-116.93,43.65-116.93,1/16/16 9:04,1,1
38.69,-121.31,38.69-121.31,1/16/16 9:21,1,1
38.24,-122.46,38.24-122.46,1/16/16 9:28,6,2.449489743
36,-114.96,36-114.96,1/16/16 9:49,3,1.732050808
36,-114.96,36-114.96,1/16/16 12:01,4,2
36.09,-115.38,36.09-115.38,1/16/16 12:08,3,1.732050808
37.45,-122.1,37.45-122.1,1/16/16 12:24,11,3.31662479
37.45,-122.1,37.45-122.1,1/16/16 13:05,12,3.464101615
40.56,-122.2,40.56-122.2,1/16/16 13:09,1,1
26.95,-82.35,26.95-82.35,1/16/16 13:27,1,1
37.91,-122.3,37.91-122.3,1/16/16 16:17,6,2.449489743
37.22,-121.99,37.22-121.99,1/16/16 16:52,5,2.236067977
37.71,-121.91,37.71-121.91,1/16/16 17:57,2,1.414213562
34.17,-118.17,34.17-118.17,1/16/16 18:08,1,1
33.48,-117.61,33.48-117.61,1/16/16 23:35,7,2.645751311
36.67,-76.3,36.67-76.3,1/17/16 6:43,1,1
38.62,-122.61,38.62-122.61,1/17/16 8:26,3,1.732050808
38.43,-122.67,38.43-122.67,1/17/16 8:34,34,5.830951895
38.5,-122.76,38.5-122.76,1/17/16 9:07,31,5.567764363
37.78,-122.24,37.78-122.24,1/17/16 9:15,4,2
37.78,-122.24,37.78-122.24,1/17/16 10:08,5,2.236067977
38.4,-122.82,38.4-122.82,1/17/16 10:28,2,1.414213562
47.72,-122.2,47.72-122.2,1/17/16 11:19,1,1
37.81,-122.3,37.81-122.3,1/17/16 11:31,2,1.414213562
41.83,-87.68,41.83-87.68,1/17/16 11:49,5,2.236067977
38.69,-121.56,38.69-121.56,1/17/16 12:04,1,1
37.76,-122.39,37.76-122.39,1/17/16 15:17,17,4.123105626
37.76,-122.39,37.76-122.39,1/17/16 20:01,18,4.242640687
39.76,-119.86,39.76-119.86,1/17/16 20:04,1,1
37.8,-122.43,37.8-122.43,1/17/16 21:05,23,4.795831523
37.77,-122.41,37.77-122.41,1/17/16 21:27,11,3.31662479
37.8,-122.43,37.8-122.43,1/17/16 21:36,24,4.898979486
37.8,-122.43,37.8-122.43,1/17/16 21:47,25,5
37.89,-122.56,37.89-122.56,1/17/16 21:54,41,6.403124237
38.39,-122.75,38.39-122.75,1/18/16 0:44,6,2.449489743
45.54,-122.64,45.54-122.64,1/18/16 2:27,1,1
37.95,-122.26,37.95-122.26,1/18/16 6:54,1,1
37.9,-122.52,37.9-122.52,1/18/16 7:24,2,1.414213562
37.86,-122.28,37.86-122.28,1/18/16 9:08,5,2.236067977
38.44,-121.3,38.44-121.3,1/18/16 10:43,1,1
33.99,-118.46,33.99-118.46,1/18/16 11:03,3,1.732050808
37.81,-122.24,37.81-122.24,1/18/16 11:47,11,3.31662479
37.81,-122.24,37.81-122.24,1/18/16 12:12,12,3.464101615
37.78,-121.99,37.78-121.99,1/18/16 12:16,2,1.414213562
37.78,-121.99,37.78-121.99,1/18/16 13:14,3,1.732050808
40.11,-111.48,40.11-111.48,1/18/16 13:20,1,1
37.04,-122.1,37.04-122.1,1/18/16 13:35,2,1.414213562
37.04,-122.1,37.04-122.1,1/18/16 14:12,3,1.732050808
42.07,-87.72,42.07-87.72,1/18/16 14:19,1,1
39.49,-123.36,39.49-123.36,1/18/16 14:21,1,1
38.34,-122.7,38.34-122.7,1/18/16 15:57,11,3.31662479
38.34,-122.7,38.34-122.7,1/18/16 18:11,12,3.464101615
37.77,-122.41,37.77-122.41,1/18/16 18:29,12,3.464101615
38.39,-121.81,38.39-121.81,1/18/16 21:40,1,1
40.87,-73.08,40.87-73.08,1/18/16 22:30,1,1
37.54,-122.3,37.54-122.3,1/19/16 5:19,7,2.645751311
37.78,-122.46,37.78-122.46,1/19/16 8:49,16,4
37.76,-122.39,37.76-122.39,1/19/16 9:41,19,4.358898944
38.55,-121.49,38.55-121.49,1/19/16 10:03,2,1.414213562
38.49,-121.53,38.49-121.53,1/19/16 10:07,8,2.828427125
38.53,-122.81,38.53-122.81,1/19/16 10:18,24,4.898979486
40.62,-111.71,40.62-111.71,1/19/16 10:32,1,1
40.62,-111.71,40.62-111.71,1/19/16 10:44,2,1.414213562
34.05,-118.41,34.05-118.41,1/19/16 10:56,2,1.414213562
37.78,-122.39,37.78-122.39,1/19/16 11:24,3,1.732050808
37.99,-122.58,37.99-122.58,1/19/16 11:28,9,3
37.78,-122.43,37.78-122.43,1/19/16 11:36,17,4.123105626
37.89,-122.47,37.89-122.47,1/19/16 13:39,7,2.645751311
38.67,-121.14,38.67-121.14,1/19/16 13:50,17,4.123105626
38.13,-122.56,38.13-122.56,1/19/16 14:40,2,1.414213562
37.74,-122.44,37.74-122.44,1/19/16 15:30,12,3.464101615
38.67,-121.14,38.67-121.14,1/19/16 16:09,18,4.242640687
37.76,-122.39,37.76-122.39,1/19/16 16:57,20,4.472135955
37.28,-121.83,37.28-121.83,1/19/16 16:59,1,1
38.56,-121.43,38.56-121.43,1/19/16 17:17,5,2.236067977
37.77,-122.41,37.77-122.41,1/19/16 17:42,13,3.605551275
37.31,-121.96,37.31-121.96,1/19/16 18:46,1,1
37.3,-122,37.3-122,1/19/16 18:47,3,1.732050808
37.83,-122.22,37.83-122.22,1/19/16 19:09,11,3.31662479
37.83,-122.22,37.83-122.22,1/19/16 19:42,12,3.464101615
37.74,-122.44,37.74-122.44,1/20/16 7:47,13,3.605551275
38.63,-122.89,38.63-122.89,1/20/16 9:04,8,2.828427125
37.24,-121.73,37.24-121.73,1/20/16 9:42,1,1
37.89,-122.56,37.89-122.56,1/20/16 12:06,42,6.480740698
37.34,-122.11,37.34-122.11,1/20/16 13:59,4,2
36,-114.96,36-114.96,1/20/16 14:16,5,2.236067977
36,-114.96,36-114.96,1/20/16 17:21,6,2.449489743
37.22,-121.99,37.22-121.99,1/20/16 17:27,6,2.449489743
38.5,-122.76,38.5-122.76,1/20/16 18:27,32,5.656854249
37.74,-122.41,37.74-122.41,1/20/16 18:47,26,5.099019514
30.06,-89.93,30.06-89.93,1/20/16 18:49,1,1
34.14,-118.13,34.14-118.13,1/20/16 19:10,2,1.414213562
37.83,-122.29,37.83-122.29,1/20/16 21:30,2,1.414213562
37.78,-122.43,37.78-122.43,1/20/16 21:36,18,4.242640687
44.66,-124.01,44.66-124.01,1/20/16 22:37,1,1
44.66,-124.01,44.66-124.01,1/21/16 0:40,2,1.414213562
37.73,-122.45,37.73-122.45,1/21/16 0:45,6,2.449489743
37.76,-122.44,37.76-122.44,1/21/16 8:06,28,5.291502622
37.75,-122.43,37.75-122.43,1/21/16 8:34,25,5
40.33,-111.57,40.33-111.57,1/21/16 8:37,4,2
40.33,-111.57,40.33-111.57,1/21/16 10:38,5,2.236067977
34.27,-117.19,34.27-117.19,1/21/16 10:43,1,1
38.43,-122.67,38.43-122.67,1/21/16 11:30,35,5.916079783
37.98,-122.15,37.98-122.15,1/21/16 14:23,4,2
37.67,-120.95,37.67-120.95,1/21/16 22:10,2,1.414213562
38.06,-122.54,38.06-122.54,1/22/16 7:09,4,2
37.76,-121.93,37.76-121.93,1/22/16 8:15,3,1.732050808
44.96,-93.26,44.96-93.26,1/22/16 8:19,3,1.732050808
45.45,-122.69,45.45-122.69,1/22/16 8:56,1,1
37.19,-121.83,37.19-121.83,1/22/16 10:15,4,2
38.35,-121.42,38.35-121.42,1/22/16 16:00,3,1.732050808
38.78,-121.37,38.78-121.37,1/22/16 16:27,2,1.414213562
37.74,-122.41,37.74-122.41,1/22/16 17:24,27,5.196152423
38.41,-122.01,38.41-122.01,1/22/16 17:33,3,1.732050808
38.55,-121.49,38.55-121.49,1/22/16 18:48,3,1.732050808
37.88,-122.29,37.88-122.29,1/23/16 8:33,3,1.732050808
37.97,-122.5,37.97-122.5,1/23/16 9:47,10,3.16227766
37.78,-122.46,37.78-122.46,1/23/16 10:52,17,4.123105626
37.16,-122.15,37.16-122.15,1/23/16 11:21,1,1
37.06,-121.55,37.06-121.55,1/23/16 18:17,1,1
37.74,-122.44,37.74-122.44,1/24/16 11:29,14,3.741657387
37.34,-122.11,37.34-122.11,1/24/16 13:29,5,2.236067977
37.79,-122.42,37.79-122.42,1/24/16 16:26,18,4.242640687
37.79,-122.42,37.79-122.42,1/24/16 22:02,19,4.358898944
47.42,-122.45,47.42-122.45,1/24/16 22:14,1,1
33.48,-117.61,33.48-117.61,1/25/16 6:45,8,2.828427125
37.45,-122.1,37.45-122.1,1/25/16 8:21,13,3.605551275
37.45,-122.1,37.45-122.1,1/25/16 15:15,14,3.741657387
38.76,-121.16,38.76-121.16,1/25/16 15:20,12,3.464101615
47.63,-122.32,47.63-122.32,1/25/16 16:57,1,1
37.78,-122.43,37.78-122.43,1/25/16 17:36,19,4.358898944
37.79,-122.42,37.79-122.42,1/25/16 18:29,20,4.472135955
37.76,-122.44,37.76-122.44,1/26/16 8:15,29,5.385164807
37.62,-122.43,37.62-122.43,1/26/16 8:28,5,2.236067977
37.8,-122.43,37.8-122.43,1/26/16 10:55,26,5.099019514
37.52,-122.35,37.52-122.35,1/26/16 10:56,7,2.645751311
38.63,-122.89,38.63-122.89,1/26/16 12:02,9,3
37.91,-122.3,37.91-122.3,1/26/16 12:07,7,2.645751311
37.75,-122.43,37.75-122.43,1/26/16 13:32,26,5.099019514
38,-121.32,38-121.32,1/26/16 13:58,1,1
38.4,-122.86,38.4-122.86,1/26/16 14:09,33,5.744562647
38.4,-122.86,38.4-122.86,1/26/16 14:31,34,5.830951895
38.81,-121.16,38.81-121.16,1/26/16 14:34,2,1.414213562
37.34,-121.95,37.34-121.95,1/26/16 14:58,4,2
33.6,-117.64,33.6-117.64,1/26/16 15:13,1,1
37.56,-122.37,37.56-122.37,1/26/16 15:33,15,3.872983346
37.78,-122.46,37.78-122.46,1/26/16 15:44,18,4.242640687
37.56,-122.37,37.56-122.37,1/26/16 15:49,16,4
37.78,-121.99,37.78-121.99,1/26/16 16:06,4,2
37.49,-122.26,37.49-122.26,1/26/16 16:50,18,4.242640687
47.55,-122,47.55-122,1/26/16 19:09,3,1.732050808
47.55,-122,47.55-122,1/26/16 20:54,4,2
47.55,-122,47.55-122,1/26/16 21:03,5,2.236067977
37.45,-122.1,37.45-122.1,1/26/16 21:06,15,3.872983346
33.83,-117.6,33.83-117.6,1/26/16 21:46,2,1.414213562
35.18,-119.21,35.18-119.21,1/26/16 22:15,1,1
25.77,-80.2,25.77-80.2,1/26/16 22:21,2,1.414213562
33.62,-117.87,33.62-117.87,1/27/16 5:30,11,3.31662479
44.96,-93.26,44.96-93.26,1/27/16 7:43,4,2
37.99,-122.58,37.99-122.58,1/27/16 7:48,10,3.16227766
45.4,-122.79,45.4-122.79,1/27/16 14:07,1,1
33.01,-117.27,33.01-117.27,1/27/16 17:28,3,1.732050808
38.53,-122.81,38.53-122.81,1/28/16 11:27,25,5
37.9,-122.11,37.9-122.11,1/28/16 15:51,11,3.31662479
37.65,-122.42,37.65-122.42,1/28/16 15:55,2,1.414213562
37.8,-122.43,37.8-122.43,1/28/16 18:47,27,5.196152423
41.54,-87.45,41.54-87.45,1/29/16 9:19,1,1
38.8,-121.24,38.8-121.24,1/29/16 9:34,1,1
38.8,-121.24,38.8-121.24,1/29/16 10:00,2,1.414213562
38.73,-120.8,38.73-120.8,1/29/16 10:04,4,2
40.85,-124.05,40.85-124.05,1/29/16 14:50,4,2
38.73,-120.8,38.73-120.8,1/29/16 17:22,5,2.236067977
37.23,-121.82,37.23-121.82,1/29/16 18:40,4,2
37.23,-121.82,37.23-121.82,1/29/16 21:37,5,2.236067977
37.23,-121.82,37.23-121.82,1/29/16 21:46,6,2.449489743
37.73,-121.42,37.73-121.42,1/29/16 21:57,1,1
38.4,-122.86,38.4-122.86,1/30/16 8:17,35,5.916079783
37.72,-122.44,37.72-122.44,1/30/16 19:22,9,3
47.63,-122.29,47.63-122.29,1/30/16 20:15,1,1
39.76,-104.87,39.76-104.87,1/30/16 22:14,7,2.645751311
47.42,-122.45,47.42-122.45,1/31/16 10:04,2,1.414213562
29.61,-95.61,29.61-95.61,1/31/16 13:27,2,1.414213562
38.34,-122.7,38.34-122.7,1/31/16 15:09,13,3.605551275
38.73,-120.8,38.73-120.8,1/31/16 16:15,6,2.449489743
37.8,-122.43,37.8-122.43,1/31/16 18:07,28,5.291502622
37.38,-122.08,37.38-122.08,1/31/16 18:11,6,2.449489743
37.68,-121.75,37.68-121.75,1/31/16 18:27,8,2.828427125
37.83,-122.1,37.83-122.1,1/31/16 20:36,10,3.16227766
37.4,-122.29,37.4-122.29,2/1/16 0:15,8,2.828427125
38.53,-122.81,38.53-122.81,2/1/16 6:22,26,5.099019514
38.34,-122.7,38.34-122.7,2/1/16 10:19,14,3.741657387
37.91,-122.01,37.91-122.01,2/1/16 10:23,4,2
38.34,-122.7,38.34-122.7,2/1/16 10:39,15,3.872983346
25.68,-80.16,25.68-80.16,2/1/16 18:04,1,1
25.68,-80.16,25.68-80.16,2/1/16 18:23,2,1.414213562
37.81,-122.24,37.81-122.24,2/1/16 18:27,13,3.605551275
38.45,-122.59,38.45-122.59,2/1/16 21:48,27,5.196152423
37.86,-122.24,37.86-122.24,2/1/16 23:05,7,2.645751311
38.4,-122.86,38.4-122.86,2/1/16 23:18,36,6
37.75,-122.43,37.75-122.43,2/2/16 8:51,27,5.196152423
37.35,-122.03,37.35-122.03,2/2/16 12:25,7,2.645751311
37.49,-122.26,37.49-122.26,2/2/16 19:10,19,4.358898944
37.22,-113.48,37.22-113.48,2/3/16 0:23,1,1
37.79,-122.4,37.79-122.4,2/3/16 9:10,1,1
34.14,-118.42,34.14-118.42,2/3/16 9:46,1,1
45.87,-95.37,45.87-95.37,2/3/16 11:03,1,1
34.14,-118.42,34.14-118.42,2/3/16 11:07,2,1.414213562
34.28,-119.22,34.28-119.22,2/3/16 11:12,1,1
33.83,-118.38,33.83-118.38,2/3/16 14:13,4,2
38.23,-122.29,38.23-122.29,2/3/16 19:40,2,1.414213562
33.75,-118.31,33.75-118.31,2/3/16 20:18,2,1.414213562
33.75,-118.31,33.75-118.31,2/4/16 9:01,3,1.732050808
37.68,-122.41,37.68-122.41,2/4/16 10:11,1,1
37.79,-122.42,37.79-122.42,2/4/16 12:44,21,4.582575695
40.71,-74.36,40.71-74.36,2/5/16 13:19,1,1
36.18,-115.38,36.18-115.38,2/5/16 13:45,3,1.732050808
35.18,-119.21,35.18-119.21,2/6/16 14:02,2,1.414213562
39.32,-120.18,39.32-120.18,2/6/16 14:40,2,1.414213562
38.45,-122.68,38.45-122.68,2/6/16 23:17,42,6.480740698
38.43,-122.67,38.43-122.67,2/6/16 23:45,36,6
38.55,-122.15,38.55-122.15,2/7/16 17:54,5,2.236067977
38.44,-122.78,38.44-122.78,2/7/16 20:48,9,3
37.57,-122.32,37.57-122.32,2/7/16 21:53,5,2.236067977
37.79,-122.42,37.79-122.42,2/8/16 8:46,22,4.69041576
37.45,-122.17,37.45-122.17,2/8/16 11:06,21,4.582575695
37.81,-121.97,37.81-121.97,2/8/16 11:19,13,3.605551275
40.84,-73.87,40.84-73.87,2/8/16 11:27,1,1
37.4,-122.29,37.4-122.29,2/8/16 12:54,9,3
37.8,-122.43,37.8-122.43,2/8/16 15:58,29,5.385164807
37.79,-122.42,37.79-122.42,2/8/16 17:07,23,4.795831523
38.44,-122.78,38.44-122.78,2/8/16 17:46,10,3.16227766
